fromBundle,cardinality,toBundle
korrespondenz.biz.qs,2,widerspruch.biz
widerspruch.ui,10040,widerspruch.biz
leistungsmanagement.ui,1,widerspruch.biz
krankenhausaufenthalt.ui,9,widerspruch.biz
crm.ui,4,widerspruch.biz
widerspruch.biz.qs,6282,widerspruch.biz
ki-pilot.biz,12,widerspruch.biz
vorgang.ui,1,widerspruch.biz
ext-tools.ext.inbound.qs,1,widerspruch.biz
zusatzvertrag-batch.biz.qs,227,zusatzvertrag-batch.biz
zusatzvertrag.biz.qs,2,zusatzvertrag-batch.biz
asm-util,99,asm-analysis
tk.sys.util.webserver,8,jakarta.websocket-api
kim-log.ui.qs,1,kim-log.ui.impl
hzv.ui.qs,93,hzv.biz.qs
versorgungsangebot.biz.qs,1,hzv.biz.qs
vorgang.ui.qs,15,crm.biz.qs
vertriebspartner.ui.impl,15,tk.de.biz
tk.de.biz.qs,297,tk.de.biz
tk.de.ui,129,tk.de.biz
tk.de.web,349,tk.de.biz
vertriebspartner.biz,9,tk.de.biz
meinetk.web,30,tk.de.biz
tk.sys.communication.host,6,tk.db.log
tk.db.statistic,17,tk.db.log
tk.sys.transaction,11,tk.db.log
tk.sys.boi.persistence,43,tk.db.log
tk.sys.boi,35,tk.db.log
tk.tool.inspector,63,tk.db.log
tk.sys.test,67,tk.db.log
tk.sys.dynamictkenum.server,3,tk.db.log
tk.sys.util.log,121,tk.db.log
optimization,5,tk.db.log
datenaustausch-eel-uebergreifend.biz.qs,138,datenaustausch-eel-uebergreifend.biz
datenaustausch-eel.biz.qs,9,datenaustausch-eel-uebergreifend.biz
leistungsuebersicht-impl.biz,8,mutterschaftsgeld.biz
mutterschaftsgeld.proc,543,mutterschaftsgeld.biz
leistungsuebersicht.ui.impl,1,mutterschaftsgeld.biz
mutterschaftsgeld.ui.qs,52,mutterschaftsgeld.biz
meinetk.web.qs,18,mutterschaftsgeld.biz
leistungen-datenaustausch.biz,3,mutterschaftsgeld.biz
leistungen-datenaustausch.biz.qs,20,mutterschaftsgeld.biz
mutterschaftsgeld.ui,1881,mutterschaftsgeld.biz
leistungsrueckforderung.biz,3,mutterschaftsgeld.biz
prozess.biz.qs,1,mutterschaftsgeld.biz
leistungsuebersicht.ui,1,mutterschaftsgeld.biz
mutterschaftsgeld.biz.qs,4068,mutterschaftsgeld.biz
leistung-uebergreifend.biz,6,mutterschaftsgeld.biz
datenaustausch-eel.biz.qs,7,mutterschaftsgeld.biz
meinetk.web,70,mutterschaftsgeld.biz
datenaustausch-eel-uebergreifend.biz,1,mutterschaftsgeld.biz
fusionsarchiv-stammdaten.ui,3,fusionsarchiv-dmp.ui
einstufungsverlauf.biz,1862,einstufungsverlauf.biz.api
da-aerzte-kollektiv.biz,10,einstufungsverlauf.biz.api
arbeitgeberbestandsfuehrung-uebergreifend.biz.qs,24,einstufungsverlauf.biz.api
einstufungsverlauf.ui.qs,67,einstufungsverlauf.biz.api
selvteilnahme.biz,9,einstufungsverlauf.biz.api
da-beitragsdifferenzierung-pv.biz.qs,24,einstufungsverlauf.biz.api
arbeitgeberbeitrag.ui,7,einstufungsverlauf.biz.api
zahnersatz.ui.qs,9,einstufungsverlauf.biz.api
da-beitragsdifferenzierung-pv.biz.impl,13,einstufungsverlauf.biz.api
einstufungsverlauf.ui,677,einstufungsverlauf.biz.api
da-aerzte-kollektiv.biz.qs,13,einstufungsverlauf.biz.api
crm.biz,8,einstufungsverlauf.biz.api
leistungen-basis.proc.qs,10,einstufungsverlauf.biz.api
selvteilnahme.biz.qs,15,einstufungsverlauf.biz.api
leistungen-basis.proc,6,einstufungsverlauf.biz.api
haertefall.biz,31,einstufungsverlauf.biz.api
rehasport.biz.impl,8,einstufungsverlauf.biz.api
gesundheitskarte.biz,16,einstufungsverlauf.biz.api
arbeitsunfaehigkeit.biz,10,einstufungsverlauf.biz.api
diseasemanagement.biz,8,einstufungsverlauf.biz.api
einstufungsverlauf-basis.biz,7,einstufungsverlauf.biz.api
leistungsrueckforderung.biz,59,einstufungsverlauf.biz.api
tkkonto.ui,12,einstufungsverlauf.biz.api
einstufungsverlauf.proc,368,einstufungsverlauf.biz.api
kassenwechselmeldungen.biz.impl,8,einstufungsverlauf.biz.api
tkkonto.biz,27,einstufungsverlauf.biz.api
diseasemanagement.biz.qs,22,einstufungsverlauf.biz.api
einstufungsverlauf.proc.qs,140,einstufungsverlauf.biz.api
einstufungsverlauf.biz.qs,1613,einstufungsverlauf.biz.api
arbeitsunfaehigkeit.biz.qs,9,einstufungsverlauf.biz.api
arbeitgeberbestandsfuehrung-uebergreifend.biz,14,einstufungsverlauf.biz.api
leistungsrueckforderung.biz.qs,63,einstufungsverlauf.biz.api
neuaufnahmemanager.biz,26,einstufungsverlauf.biz.api
mutterschaftsgeld.biz,14,einstufungsverlauf.biz.api
haertefall.biz.qs,39,einstufungsverlauf.biz.api
duebak-meldungen.biz,68,einstufungsverlauf.biz.api
haftpflichtversicherer.ui.impl,31,leistungen-basis.ui.api
unfall.ui,38,leistungen-basis.ui.api
uvtraeger.ui.impl,30,leistungen-basis.ui.api
haeusliche-krankenpflege.ui,31,leistungen-basis.ui.api
uvtraeger.ui.qs,20,leistungen-basis.ui.api
unfall.ui.qs,11,leistungen-basis.ui.api
haftpflichtversicherer.ui.qs,18,leistungen-basis.ui.api
datenaustausch-finanzverwaltung.biz.qs,131,tk.batch.framework
einstufungsverlauf.biz,1973,tk.batch.framework
da-aerzte-kollektiv.biz,3650,tk.batch.framework
sonstiger-geschaeftspartner.biz,150,tk.batch.framework
hochschul-meldungen.biz,339,tk.batch.framework
apothekenabrechnung.biz,5607,tk.batch.framework
sonstigerleistungserbringer.biz,21,tk.batch.framework
tk.sys.services.ecsarchive,1,tk.batch.framework
haftpflichtversicherer.biz,35,tk.batch.framework
insolvenzmanagement.biz,115,tk.batch.framework
arbeitgeberbestandsfuehrung-uebergreifend.biz.qs,21,tk.batch.framework
da-mitteilungsverfahren-rv.biz.impl,355,tk.batch.framework
regiplan.biz,87,tk.batch.framework
schriftgut-archiv.biz,31,tk.batch.framework
tk.batch.run,210,tk.batch.framework
unfall.biz,677,tk.batch.framework
korrespondenzpartner.biz,27,tk.batch.framework
arbeitgeberbestandsfuehrung.biz,2168,tk.batch.framework
abr-sonst-leistungserbringer.biz.impl,82,tk.batch.framework
da-basis.biz.qs,61,tk.batch.framework
tk.sys.releasetest,37,tk.batch.framework
organisationsverwaltung.biz,376,tk.batch.framework
psychotherapie.biz.qs,2,tk.batch.framework
da-aerzte-hzv.biz.qs,103,tk.batch.framework
zuzahlung.biz,249,tk.batch.framework
arbeitgeberbeitrag.biz,3857,tk.batch.framework
haertefall.proc,41,tk.batch.framework
fusionsarchiv-stammdaten.ui,17,tk.batch.framework
arzneimittelverzeichnis.biz.qs,135,tk.batch.framework
selvteilnahme.biz,504,tk.batch.framework
da-beitragsdifferenzierung-pv.biz.qs,95,tk.batch.framework
kim-log.biz.qs,1,tk.batch.framework
kinderkrankengeld.biz,100,tk.batch.framework
tk.sys.docarchive,33,tk.batch.framework
sozialhilfetraeger-abrechnung.biz.qs,8,tk.batch.framework
dokumentenaufnahme.biz,338,tk.batch.framework
akquise.biz.api,1,tk.batch.framework
arbeitgeberbeitrag.ui,4,tk.batch.framework
kv-verzeichnis-rollen.biz,16,tk.batch.framework
studienverlauf.biz.qs,19,tk.batch.framework
zahnersatz.proc,14,tk.batch.framework
akquise.biz.impl,210,tk.batch.framework
gericht.biz,297,tk.batch.framework
microservice-pilot.biz.impl,42,tk.batch.framework
da-aerzte-hybrid-drg.biz.impl,549,tk.batch.framework
entsendung.biz.qs,20,tk.batch.framework
pflegeversicherung.proc,132,tk.batch.framework
praevention.proc,6,tk.batch.framework
korrespondenz.biz,402,tk.batch.framework
eingabe-protokoll.biz,113,tk.batch.framework
mandatsakte.biz,46,tk.batch.framework
prozess-beispiel.proc,43,tk.batch.framework
haeusliche-krankenpflege.biz,445,tk.batch.framework
mdkverzeichnis.biz,90,tk.batch.framework
apothekenabrechnung.biz.qs,22,tk.batch.framework
crmbasis.biz,363,tk.batch.framework
datenaustausch-eel-uebergreifend.biz.qs,14,tk.batch.framework
vollstreckung.biz.qs,1,tk.batch.framework
vertrieb.biz.qs,44,tk.batch.framework
gutachterverzeichnis.biz,195,tk.batch.framework
meinetk.biz,489,tk.batch.framework
hzv.biz,967,tk.batch.framework
akquise.biz.qs,3,tk.batch.framework
studienverlauf.biz,476,tk.batch.framework
gesundheitskarte.biz.qs,123,tk.batch.framework
da-beitragsdifferenzierung-pv.biz.impl,296,tk.batch.framework
chroniker.biz,82,tk.batch.framework
pzr.biz.impl,25,tk.batch.framework
tk.sys.eai.adapter.controlm.qs,16,tk.batch.framework
behandlerverzeichnis.biz.qs,62,tk.batch.framework
tk.sys.eai.adapter.batch.qs,8,tk.batch.framework
seminarverwaltung.biz.qs,2,tk.batch.framework
abr-sonst-leistungserbringer.biz.qs,17,tk.batch.framework
da-aerzte-kollektiv.biz.qs,66,tk.batch.framework
leistungen-basis.biz,395,tk.batch.framework
arbeitgeberbestandsfuehrung.biz.qs,176,tk.batch.framework
diga.proc,2,tk.batch.framework
rente.biz,1248,tk.batch.framework
crm.biz,2255,tk.batch.framework
sozv-meldungen.ui,7,tk.batch.framework
tk.sys.eai,1,tk.batch.framework
meinetk.web.qs,25,tk.batch.framework
abr-sonst-leistungserbringer.proc.qs,2,tk.batch.framework
krankenkassenverzeichnis.biz,142,tk.batch.framework
prozess.biz.api,38,tk.batch.framework
korrespondenz.biz.qs,53,tk.batch.framework
neuaufnahmemanager.ext.inbound,44,tk.batch.framework
datenaustausch-eessi.biz,3596,tk.batch.framework
vorgang.biz.api,3,tk.batch.framework
arbeitgeberleistung.biz,145,tk.batch.framework
selvteilnahme.biz.qs,11,tk.batch.framework
leistungen-datenaustausch.biz,230,tk.batch.framework
meldungen-basis.biz,34,tk.batch.framework
krankenkassenverzeichnis.biz.qs,14,tk.batch.framework
da-za-leistungsantraege.biz.impl,27,tk.batch.framework
prozessdatencontainer.biz,57,tk.batch.framework
arzneimittelverzeichnis.biz,3075,tk.batch.framework
datenaustausch-eessi.biz.qs,52,tk.batch.framework
kur.ui.qs,10,tk.batch.framework
fahrkosten.proc,20,tk.batch.framework
krankenhausverzeichnis.biz.qs,17,tk.batch.framework
pflegeperson.biz.impl,74,tk.batch.framework
da-uv-traeger.biz,200,tk.batch.framework
arbeitgeberbestandsfuehrung.ui,2,tk.batch.framework
tk.sys.boi.persistence,25,tk.batch.framework
datenaustausch-eel.ui,6,tk.batch.framework
vorgang.biz,2087,tk.batch.framework
tk.sys.eai.adapter.tkeasy.qs,14,tk.batch.framework
adress-service.biz.qs,2,tk.batch.framework
tk.batch.auskunft.qs,17,tk.batch.framework
uvtraeger.biz,35,tk.batch.framework
everordnungmanager.biz.qs,5,tk.batch.framework
da-mitteilungsverfahren-rv.biz.qs,93,tk.batch.framework
fahrkosten.biz.impl,62,tk.batch.framework
vollstreckung.biz,866,tk.batch.framework
pzr.proc,2,tk.batch.framework
versorgungsangebot.biz,566,tk.batch.framework
da-zahnaerzte.biz,1167,tk.batch.framework
prozess.biz,194,tk.batch.framework
krebsregister-abrechnung.biz.qs,3,tk.batch.framework
tk.sys.eai.adapter.tkeasy,36,tk.batch.framework
beitragserstattung-aus-rente.biz,79,tk.batch.framework
zuzahlung.biz.qs,3,tk.batch.framework
gesundheitsprojekte.biz,167,tk.batch.framework
schulung.qs,4,tk.batch.framework
tk.batch.security,48,tk.batch.framework
icdverzeichnis.biz,56,tk.batch.framework
interessent.biz,71,tk.batch.framework
eessi-institution.biz,68,tk.batch.framework
leistungsmanagement.biz,533,tk.batch.framework
systemanforderungen.biz,30,tk.batch.framework
bonusprogramm.biz,461,tk.batch.framework
kur.biz.qs,8,tk.batch.framework
versorgungsbezug-meldungen.biz,300,tk.batch.framework
ext-tools.ext.inbound,60,tk.batch.framework
prozess.biz.impl,157,tk.batch.framework
gesundheitskarte.batch,2751,tk.batch.framework
erv.biz.qs,3,tk.batch.framework
pflegeunterstuetzungsgeld.biz,238,tk.batch.framework
sozialversicherungsabkommen.biz.qs,6,tk.batch.framework
ki-pilot.biz,512,tk.batch.framework
krankenhausverzeichnis.biz,583,tk.batch.framework
hilfsmittelverzeichnis.biz,285,tk.batch.framework
haertefall.biz,563,tk.batch.framework
begleiter.biz,31,tk.batch.framework
kostenerstattungswahl.biz,2,tk.batch.framework
implantattraeger.biz,70,tk.batch.framework
rehasport.biz.impl,66,tk.batch.framework
da-abfrage-mitgliedschaft.biz.qs,18,tk.batch.framework
kim-log.biz.impl,473,tk.batch.framework
fv-meldungen.biz,623,tk.batch.framework
tk.batch.zos.adapter,102,tk.batch.framework
versorgungsangebot.biz.qs,7,tk.batch.framework
krankenhausaufenthalt.biz.qs,22,tk.batch.framework
interessent-pflege.biz,48,tk.batch.framework
zusatzvertrag-batch.biz.qs,22,tk.batch.framework
arbeitsunfaehigkeit.biz,1009,tk.batch.framework
diseasemanagement.biz,1760,tk.batch.framework
haushaltshilfe.biz.qs,2,tk.batch.framework
leistungsrueckforderung.biz,512,tk.batch.framework
da-sonstigeleistungserbringer.biz,2644,tk.batch.framework
tk.tool.inspector,4,tk.batch.framework
da-aerzte-hzv.biz,1120,tk.batch.framework
neuaufnahmemanager.ext.inbound.qs,1,tk.batch.framework
arztgebuehrenpositionen.biz,214,tk.batch.framework
hochschul-meldungen.biz.qs,35,tk.batch.framework
schulung,110,tk.batch.framework
gerichtsverzeichnis.biz.impl,283,tk.batch.framework
arbeitsagentur.biz,80,tk.batch.framework
krebsregister-abrechnung.biz,187,tk.batch.framework
prozessereignismanager.biz.impl,95,tk.batch.framework
da-basis.biz,480,tk.batch.framework
kassenwechselmeldungen.biz.impl,718,tk.batch.framework
beitrag.biz,301,tk.batch.framework
sozialversicherungsabkommen.biz,186,tk.batch.framework
prozess.biz.qs,56,tk.batch.framework
datenaustausch-eel.biz.impl,1529,tk.batch.framework
meldungen-basis.biz.qs,8,tk.batch.framework
geschaeftspartner.biz.qs,3,tk.batch.framework
da-aerzte-asv.biz.qs,22,tk.batch.framework
tkkonto.biz,65,tk.batch.framework
arbeitgeberbestandsfuehrung.biz.api,4,tk.batch.framework
mitteilungsmanagement.biz,192,tk.batch.framework
diga.biz,795,tk.batch.framework
da-abfrage-mitgliedschaft.biz.impl,100,tk.batch.framework
leistung-uebergreifend.biz.qs,3,tk.batch.framework
diseasemanagement.biz.qs,29,tk.batch.framework
tk.sys.services.ecsarchive.qs,2,tk.batch.framework
betriebsnummernverzeichnis.biz,302,tk.batch.framework
fusionsarchiv-leistung.ui,3,tk.batch.framework
versorgungsamtsbescheid.biz,12,tk.batch.framework
meinetk.biz.qs,6,tk.batch.framework
geschaeftspartner.biz,974,tk.batch.framework
akquise.proc,8,tk.batch.framework
zentralregistratur.biz,172,tk.batch.framework
haushaltshilfe.biz,333,tk.batch.framework
sonstige-leistung.biz,375,tk.batch.framework
tk.batch.admin,589,tk.batch.framework
tk.sys.eai.adapter.controlm,5,tk.batch.framework
versichertenbestandsfuehrung.biz,3263,tk.batch.framework
rente.biz.qs,4,tk.batch.framework
rechnungswesen.biz,1127,tk.batch.framework
hilfsmittelversorgung.biz.qs,123,tk.batch.framework
entsendung.biz,882,tk.batch.framework
gebietsabgrenzung.biz,458,tk.batch.framework
da-isd.biz.impl,248,tk.batch.framework
da-zahnaerzte.biz.qs,133,tk.batch.framework
dokumentenarchiv.biz,475,tk.batch.framework
eel.biz.qs,32,tk.batch.framework
tk.tool.eaimessage,37,tk.batch.framework
tk.sys.eai.adapter.sap,55,tk.batch.framework
vertrieb.biz,1614,tk.batch.framework
tracking.biz.qs,2,tk.batch.framework
da-sonstigeleistungserbringer.ui,11,tk.batch.framework
da-uv-traeger.biz.qs,5,tk.batch.framework
personalisierte-secpruefung.biz,86,tk.batch.framework
zusatzvertrag-extern.biz,226,tk.batch.framework
gebuehrenordnung.biz,318,tk.batch.framework
kvnr-meldungen.biz.impl,526,tk.batch.framework
vertriebspartner.biz,670,tk.batch.framework
sozv-meldungen.biz,2092,tk.batch.framework
mitgliederbeitrag.biz,3129,tk.batch.framework
fileimportexport.util.impl,36,tk.batch.framework
da-aerzte-hybrid-drg.biz.qs,9,tk.batch.framework
einstufungsverlauf.biz.qs,17,tk.batch.framework
tk.sys.eai.qs,45,tk.batch.framework
zahnersatz.biz,322,tk.batch.framework
arbeitsunfaehigkeit.biz.qs,23,tk.batch.framework
sonstiger-geschaeftspartner-systemanforderungen.biz,22,tk.batch.framework
datenaustausch-finanzverwaltung.biz,3670,tk.batch.framework
ik-inhaber-verzeichnis.biz,115,tk.batch.framework
selvabrechnung.biz.qs,125,tk.batch.framework
leistungsaushilfe-ausland.biz,202,tk.batch.framework
tk-vorsorge-planer.biz,304,tk.batch.framework
arbeitgeberbestandsfuehrung-uebergreifend.biz,103,tk.batch.framework
kur.biz,933,tk.batch.framework
tk.sys.test,8,tk.batch.framework
zusatzvertrag.biz.qs,8,tk.batch.framework
kurverzeichnis.biz,229,tk.batch.framework
praeventionskurs.biz,222,tk.batch.framework
bonusprogramm.biz.qs,35,tk.batch.framework
geschaeftspartner.ext.inbound,2,tk.batch.framework
kostenerstattung.biz,565,tk.batch.framework
selvabrechnung.biz,495,tk.batch.framework
unfall.biz.qs,2,tk.batch.framework
arbeitgeberbeitrag-systemanforderungen.biz,55,tk.batch.framework
fv-meldungen.biz.qs,20,tk.batch.framework
stoppuhr.biz,80,tk.batch.framework
abr-sonst-leistungserbringer.ui.qs,1,tk.batch.framework
tk-patientenquittung.biz,95,tk.batch.framework
leistung-uebergreifend.biz,205,tk.batch.framework
sozv-meldungen.biz.qs,45,tk.batch.framework
sozialausgleich-meldungen.biz,395,tk.batch.framework
meldungen-basis.biz.qs.api,12,tk.batch.framework
duebak-meldungen.biz.qs,95,tk.batch.framework
datenaustausch-eel.biz.qs,37,tk.batch.framework
versichertenbestandsfuehrung.biz.qs,20,tk.batch.framework
sozialhilfetraeger-abrechnung.biz,962,tk.batch.framework
kassenwechselmeldungen.biz.qs,21,tk.batch.framework
tk.batch.framework.qs,2118,tk.batch.framework
tk.sys.eai.service,656,tk.batch.framework
erv.biz.impl,62,tk.batch.framework
prozess.biz.qs.api,5,tk.batch.framework
vertriebspartner.biz.qs,22,tk.batch.framework
vertrieb.biz.qs.api,4,tk.batch.framework
rechnungswesen.proc,4,tk.batch.framework
datenaustausch-eel.biz,1242,tk.batch.framework
kieferorthopaedie-uebergreifend.biz,40,tk.batch.framework
gerichtsverzeichnis.biz.api,21,tk.batch.framework
inbound-versicherter.ext.inbound,86,tk.batch.framework
dokumentenklasse.biz,61,tk.batch.framework
psychotherapie.biz,207,tk.batch.framework
adress-service.biz,103,tk.batch.framework
everordnungmanager.biz.impl,21,tk.batch.framework
meinetk.web,679,tk.batch.framework
pflegeversicherung.biz.impl,5262,tk.batch.framework
melderegisterabgleich.biz.impl,165,tk.batch.framework
neuaufnahmemanager.biz,170,tk.batch.framework
praevention.biz,271,tk.batch.framework
betriebsnummernverzeichnis.biz.qs,5,tk.batch.framework
tk.sys.eai.adapter.batch,73,tk.batch.framework
eel.biz,445,tk.batch.framework
hauptzollamt.biz,38,tk.batch.framework
tk.qs.sys.boi.test,19,tk.batch.framework
versorgungsabrechnung.biz.impl,271,tk.batch.framework
mutterschaftsgeld.biz,54,tk.batch.framework
crm.biz.qs,34,tk.batch.framework
hzv.biz.qs,14,tk.batch.framework
arbeitgeberbeitrag.biz.qs,29,tk.batch.framework
da-sonstigeleistungserbringer.biz.qs,172,tk.batch.framework
zusatzvertrag-batch.biz,2558,tk.batch.framework
tk.sys.eai.transport.jms,89,tk.batch.framework
widerspruch.biz,303,tk.batch.framework
seminarverwaltung.biz,233,tk.batch.framework
haeusliche-krankenpflege.biz.qs,3,tk.batch.framework
krankenhausaufenthalt.biz,2287,tk.batch.framework
da-aerzte-asv.biz,887,tk.batch.framework
tracking.biz,57,tk.batch.framework
haertefall.biz.qs,10,tk.batch.framework
hilfsmittelversorgung.biz,1009,tk.batch.framework
duebak-meldungen.biz,853,tk.batch.framework
tk.batch.auskunft,255,tk.batch.framework
behandlerverzeichnis.biz,551,tk.batch.framework
medizinproduktregress.biz.impl,45,tk.batch.framework
e-nachricht.biz.impl,27,tk.batch.framework
leistungsaushilfe-ausland.biz.qs,19,tk.batch.framework
gesundheitskarte.biz.qs,9,tk.sys.eai.adapter.ponton
gesundheitskarte.biz,4,tk.sys.eai.adapter.ponton
pflegeversicherung.biz.impl,1,tk.sys.eai.adapter.ponton
hilfsmittelversorgung.biz,6,tk.sys.eai.adapter.ponton
hauptzollamt.biz.qs,100,hauptzollamt.biz
insolvenzmanagement.biz,7,hauptzollamt.biz
zuzahlung.biz,16,hauptzollamt.biz
arbeitgeberbeitrag.biz,72,hauptzollamt.biz
arbeitgeberbeitrag.ui,25,hauptzollamt.biz
vollstreckung.biz.qs,18,hauptzollamt.biz
vertrieb.biz.qs,2,hauptzollamt.biz
versichertenbestandsfuehrung.ui,1,hauptzollamt.biz
korrespondenz.biz.qs,5,hauptzollamt.biz
vollstreckung.biz,104,hauptzollamt.biz
vollstreckung.ui,69,hauptzollamt.biz
leistungsrueckforderung.ui,8,hauptzollamt.biz
rechnungswesen.biz.qs,1,hauptzollamt.biz
leistungsrueckforderung.biz,7,hauptzollamt.biz
tkkonto.ui,45,hauptzollamt.biz
tkkonto.biz,41,hauptzollamt.biz
arbeitgeberbestandsfuehrung.biz.api,1,hauptzollamt.biz
insolvenzmanagement.ui,8,hauptzollamt.biz
rechnungswesen.biz,27,hauptzollamt.biz
mitgliederbeitrag.biz,7,hauptzollamt.biz
gebietsabgrenzung.ui,8,hauptzollamt.biz
rechnungswesen.ui,12,hauptzollamt.biz
arbeitgeberbeitrag.biz.qs,11,hauptzollamt.biz
gebietsabgrenzung.biz.qs,6,hauptzollamt.biz
unfall.biz,15,eel.biz
kinderkrankengeld.biz,4,eel.biz
eel.ui.qs,29,eel.biz
eel.ui,7702,eel.biz
leistungen-basis.biz.qs,2,eel.biz
kinderkrankengeld.ui,1,eel.biz
leistungsuebersicht.ui.impl,3,eel.biz
arbeitgeberleistung.biz,1,eel.biz
unfall.ui,2,eel.biz
leistungen-datenaustausch.biz,81,eel.biz
datenaustausch-eel.ui,51,eel.biz
mutterschaftsgeld.ui,9,eel.biz
pflegeunterstuetzungsgeld.biz,3,eel.biz
arbeitgeberleistung.biz.qs,1,eel.biz
eel.proc,6,eel.biz
leistung-uebergreifend.biz.qs,118,eel.biz
leistungsuebersicht.ui,1,eel.biz
eel.biz.qs,8387,eel.biz
arbeitsunfaehigkeit.ui,13,eel.biz
arbeitsunfaehigkeit.biz.qs,40,eel.biz
unfall.biz.qs,6,eel.biz
leistung-uebergreifend.biz,434,eel.biz
datenaustausch-eel.biz.qs,28,eel.biz
meinetk.web,23,eel.biz
mutterschaftsgeld.biz,3,eel.biz
datenaustausch-eel-uebergreifend.biz,13,eel.biz
zusatzvertrag-batch.biz,2,eel.biz
tk.sys.gui.editpattern.qs,4,tk.sys.workitem.qs
tk.sys.gui.framework.qs,2,tk.sys.workitem.qs
meinetk.web.qs,214,zahnersatz.biz.api
da-zahnaerzte.biz,6,zahnersatz.biz.api
zahnersatz.biz.qs,57,zahnersatz.biz.api
da-zahnaerzte.biz.qs,10,zahnersatz.biz.api
zahnersatz.biz,66,zahnersatz.biz.api
meinetk.web,82,zahnersatz.biz.api
datenaustausch-eessi.biz,59933,datenaustausch-eessi-xml.biz
datenaustausch-eessi.biz.qs,88,datenaustausch-eessi-xml.biz
versichertenbestandsfuehrung.ui,1,bankverzeichnis-components.ui
uicomponents.ui,7,bankverzeichnis-components.ui
bankverzeichnis.ui,8,bankverzeichnis-components.ui
apothekenabrechnung.biz,2,haertefall.biz.api
leistungsuebersicht-impl.biz,1,haertefall.biz.api
abr-sonst-leistungserbringer.biz.impl,3,haertefall.biz.api
haeusliche-krankenpflege.biz,4,haertefall.biz.api
chroniker.biz,3,haertefall.biz.api
abr-sonst-leistungserbringer.biz.qs,9,haertefall.biz.api
kostenerstattung.ui,6,haertefall.biz.api
fahrkosten.biz.impl,4,haertefall.biz.api
haertefall.biz,21,haertefall.biz.api
krankenhausaufenthalt.biz.qs,2,haertefall.biz.api
haushaltshilfe.biz.qs,1,haertefall.biz.api
chroniker.biz.qs,3,haertefall.biz.api
haushaltshilfe.biz,2,haertefall.biz.api
sonstige-leistung.biz,2,haertefall.biz.api
sonstige-leistung.ui,2,haertefall.biz.api
leistungen-pruefungen.biz,3,haertefall.biz.api
kur.ui,5,haertefall.biz.api
leistung-uebergreifend.biz,4,haertefall.biz.api
meinetk.web,1,haertefall.biz.api
praevention.biz,1,haertefall.biz.api
haeusliche-krankenpflege.biz.qs,19,haertefall.biz.api
haertefall.biz.qs,51,haertefall.biz.api
hilfsmittelversorgung.biz,1,haertefall.biz.api
hzv.ui.qs,64,tk.sys.viewagent
leistungen-basis.ui,1124,tk.sys.viewagent
asv-verzeichnis.ui,39,tk.sys.viewagent
studienverlauf.ui,621,tk.sys.viewagent
korrespondenz.ui.qs,167,tk.sys.viewagent
da-za-leistungsantraege.ui.impl,586,tk.sys.viewagent
vertriebspartner.ui.api,1,tk.sys.viewagent
kunde-vor-ort.ui.qs,25,tk.sys.viewagent
crm-components.ui,1754,tk.sys.viewagent
selvteilnahme.ui,450,tk.sys.viewagent
einstufungsverlauf.ui.qs,1,tk.sys.viewagent
haertefall-components.ui,13,tk.sys.viewagent
praeventionskurs.ui,595,tk.sys.viewagent
tk.sys.gui.mail.qs,20,tk.sys.viewagent
neuaufnahmemanager.ui,221,tk.sys.viewagent
krebsregister.ui,573,tk.sys.viewagent
da-uv-traeger.ui,346,tk.sys.viewagent
behandlerverzeichnis-components.ui.qs,40,tk.sys.viewagent
geschaeftspartner.ui,1870,tk.sys.viewagent
rsa-clearing.ui,480,tk.sys.viewagent
versorgungsabrechnung.biz.qs,3,tk.sys.viewagent
erv.ui.impl,109,tk.sys.viewagent
fusionsarchiv-stammdaten.ui,1043,tk.sys.viewagent
dhd.components.ui,18,tk.sys.viewagent
korrespondenzpartner.ui,138,tk.sys.viewagent
arbeitgeberbeitrag.ui,5605,tk.sys.viewagent
tk.sys.image.test,38,tk.sys.viewagent
eel.ui,3006,tk.sys.viewagent
tk.sys.gui.infotree.qs,205,tk.sys.viewagent
leistungen-basis.ui.qs,11,tk.sys.viewagent
sozialhilfetraeger-components.ui,18,tk.sys.viewagent
tk.sys.gui.mail,58,tk.sys.viewagent
krankenhausaufenthalt.ui.qs,17,tk.sys.viewagent
akquise.ui.api,1,tk.sys.viewagent
kinderkrankengeld.ui,484,tk.sys.viewagent
arbeitgeberbestandsfuehrung-einstieg.ui.api,44,tk.sys.viewagent
da-aerzte-kollektiv.ui,652,tk.sys.viewagent
vertrieb.biz.qs,1,tk.sys.viewagent
mutterschaftsgeld.ui.qs,17,tk.sys.viewagent
sonstiger-geschaeftspartner.ui,154,tk.sys.viewagent
tk.sys.gui.search,83,tk.sys.viewagent
unfall-components.ui,52,tk.sys.viewagent
da-zahnaerzte.ui,1994,tk.sys.viewagent
einstufungsverlauf.ui,1294,tk.sys.viewagent
versichertenbestandsfuehrung.ui,3029,tk.sys.viewagent
schriftgut.ui,4,tk.sys.viewagent
krankenhausverzeichnis.ui,1873,tk.sys.viewagent
tk.sys.viewagent.qs,273,tk.sys.viewagent
arbeitsunfaehigkeit.ui.qs,18,tk.sys.viewagent
heilmittelverzeichnis.ui,34,tk.sys.viewagent
fusionsarchiv-beleg.ui,354,tk.sys.viewagent
sozv-meldungen.ui,1741,tk.sys.viewagent
vorgang-components.ui,211,tk.sys.viewagent
