bundleName,bundleClassification,bundleOrdinal,bundleDepartment,bundleProduct
jcommon,EXTERNAL,84,Unbekannt,Unbekannt
jackson-core,EXTERNAL/JACKSON,190,Unbekannt,Unbekannt
bonusprogramm.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,846,IT.TA.BCRM,CRM-Bonusprogramm
org.eclipse.equinox.cm,EXTERNAL,12,Unbekannt,Unbekannt
arbeitgeberleistung.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,942,IT.TA.LEBQ,Erstattung von AG-Aufwendungen
vorgang.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,639,IT.AF.PIM,Vorgangssystem
com.kitfox.svg,EXTERNAL,68,Unbekannt,Unbekannt
dokumentenklasse.ui,DEV-APP/UI/COMPONENT,1118,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
prozess.ui.api,DEV-APP/UI/COMPONENT,1123,IT.AF.PEP,Geschaeftsprozess
gesundheitsdividende.biz.qs.api,QS-APP/BIZ,1596,IT.TA.BCRM,Gesundheitsdividende
rechtsakte.ui,DEV-APP/UI/APPLICATION,1353,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
commons-codec,EXTERNAL,129,Unbekannt,Unbekannt
ca.uhn.hapi.fhir.hapi-fhir-validation,EXTERNAL/HAPI-FHIR,240,Unbekannt,Unbekannt
meinetk.ui,DEV-APP/UI/APPLICATION,1367,IT.ON.ONB1,MeineTK
geschaeftspartner-util.biz.qs,QS-APP/BIZ-BASE,1447,IT.TA.KEGK,Geschaeftspartner
leistung-services.himi.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,799,IT.TA.LEBQ,Leistung-Services
dokumentenklasse.biz.qs,QS-APP/BIZ,1619,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
tk.sys.eai.adapter.internet,DEV-FRAMEWORK/EAI,410,IT.AF.FRW,Framework EAI
widerspruch.ext.outbound,DEV-APP/EXT-OUTBOUND,581,IT.TA.WAVE,Widerspruchsbearbeitung
da-za-leistungsantraege.biz.qs,QS-APP/BIZ,1586,IT.TA.ZED,DA Zahnaerzte Leistungsantraege (ELAG)
dividende.ui,DEV-APP/UI/APPLICATION,1285,IT.TA.BCRM,Dividendenverlauf
testdaten-versorgungsbezug-meldungen.biz,DEV-APP/BIZ/TESTDATEN,1067,IT.TA.KMEL,Versorgungsbezug-Meldungen
diga.biz.qs,QS-APP/BIZ,1540,IT.TA.ZED,Digitale Gesundheitsanwendung
microservice-pilot.ui.qs,QS-APP/UI,1916,IT.AF.FRW,Microservice Pilot
openjnlp-lib,EXTERNAL,128,Unbekannt,Unbekannt
tk-vorsorge-planer.ui,DEV-APP/UI/APPLICATION,1338,IT.TA.LEVE,TK-Vorsorgeplaner
jakarta.interceptor-api,EXTERNAL,-1,Unbekannt,Unbekannt
leistungsmanagement.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,952,IT.TA.LEVE,LM-Fallfuehrung
korrespondenz.ext.inbound,DEV-APP/EXTERN/INBOUND,1093,IT.BA.DOC,Kiss24-TKeasy
type.qs,QS-TYPE,1410,IT.AF.DD,Übergreifende fachliche Typen (biz-type)
de.tk.txfs.atomikos,EXTERNAL,59,Unbekannt,Unbekannt
hzv.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,855,IT.TA.LEVE,Hausarztzentrierte Versorgung (HzV)
arbeitsunfaehigkeit.damdau.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,913,IT.TA.GL,Arbeitsunfaehigkeit
arbeitgeberbestandsfuehrung.ui.api,DEV-APP/UI/APPLICATION,1269,IT.TA.KEGK,Arbeitgeberbestandsfuehrung
krankenkassenverzeichnis.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,703,IT.TA.WAVE,Krankenkassen-Verzeichnis
abr-sonst-leistungserbringer.proc.qs,QS-APP/BIZ-TOP,1725,IT.TA.LEVE,Abrechnungsmanagement Sonstige Leistungserbringer
suchfeldaufbereitung-basis.util.qs,QS-TYPE,1408,IT.AF.ARC,Anwendungs Infrastruktur
meinetk.web.qs,QS-APP/WEB,1926,IT.ON.ONB1,MeineTK
arbeitgeberleistung.ui,DEV-APP/UI/APPLICATION,1286,IT.TA.LEBQ,Erstattung von AG-Aufwendungen
tk.sys.util,DEV-FRAMEWORK/CORE,320,IT.AF.FRW,Framework Server
betriebsnummernverzeichnis.ui,DEV-APP/UI/APPLICATION,1217,IT.TA.WAVE,Betriebsnummern-Verzeichnis
apotheke.ui.qs,QS-APP/UI,1838,IT.TA.WAVE,DA Apotheken
da-uv-traeger-components.ui,DEV-APP/UI/COMPONENT,1143,IT.TA.LEBQ,Durchgangsarztberichte
schriftgut.biz.qs,QS-APP/BIZ,1470,IT.BA.DOC,KISG-Java (Altsysteme)
tk.sys.eai.adapter.kim.qs,QS-FRAMEWORK/QS,492,IT.AF.FRW,Framework EAI
vorgang-components.ui,DEV-APP/UI/COMPONENT,1109,IT.AF.PIM,Vorgangssystem
apothekenabrechnung.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,889,IT.TA.WAVE,DA Apotheken
tk.sys.eai,DEV-FRAMEWORK/EAI,384,IT.AF.FRW,Framework EAI
kur.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1052,IT.TA.LEVE,Kur
sozv-meldungen.ui,DEV-APP/UI/APPLICATION,1298,IT.TA.KMEL,SozV-Meldungen
heilmittelverzeichnis.ui,DEV-APP/UI/APPLICATION,1278,IT.TA.LEBQ,Heilmittelverzeichnis
xmlunit-core,EXTERNAL,-1,Unbekannt,Unbekannt
crm.biz,DEV-APP/BIZ/PROZESSDATEN/CRM,792,IT.TA.BCRM,CRM
rente.biz,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,778,IT.TA.KMEL,Rente
zuzahlung-basis.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,821,IT.TA.WAVE,Einzug von Zuzahlungen
testdaten-krankenhausaufenthalt.biz.impl,DEV-APP/BIZ/TESTDATEN,1071,IT.TA.LEVE,Krankenhausaufenthalt
org.eclipse.equinox.ds,EXTERNAL,10,Unbekannt,Unbekannt
melderegisterabgleich.ui.api,DEV-APP/UI/APPLICATION,1183,IT.TA.KEGK,Melderegisterabgleich
gesundheitsdividende.biz.qs,QS-APP/BIZ,1597,IT.TA.BCRM,Gesundheitsdividende
ik-inhaber-verzeichnis.ui.qs,QS-APP/UI,1887,IT.TA.KEGK,Geschaeftspartner
datenaustausch-eessi.leistung.api.qs,QS-APP/BIZ,1706,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
tkx.showcase,DEV-FRAMEWORK/TOOL,473,IT.AF.FRW,Framework GUI
apiguardian-api,EXTERNAL/JUNIT-JUPITER,266,Unbekannt,Unbekannt
abr-sonst-leistungserbringer.biz.qs,QS-APP/BIZ,1677,IT.TA.LEVE,Abrechnungsmanagement Sonstige Leistungserbringer
generische-kostenerstattung.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1031,IT.PM.PJ,Generische Kostenerstattung
testdaten-kur.biz.impl,DEV-APP/BIZ/TESTDATEN,1070,IT.TA.LEVE,Kur
leistungsuebersicht.ui.qs.api,QS-APP/UI,1881,IT.TA.LEBQ,Leistungsuebersicht
sonstige-leistung-basis.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,813,IT.TA.LEBQ,Sonstige Leistungen
seminarverwaltung.biz.qs,QS-APP/BIZ,1660,IT.TA.BCRM,Seminarverwaltung
com.springsource.org.apache.commons.discovery,EXTERNAL,69,Unbekannt,Unbekannt
org.eclipse.equinox.preferences,EXTERNAL,14,Unbekannt,Unbekannt
diga.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,895,IT.TA.ZED,Digitale Gesundheitsanwendung
leistungen-basis.proc.api,DEV-APP/BIZ/GESCHAEFTSPROZESS,1027,IT.TA.LEBQ,Leistungen-Basis
behandlerverzeichnis.biz.qs,QS-APP/BIZ,1580,IT.TA.WAVE,Behandler-Verzeichnis
tk.sys.eai.adapter.controlm.qs,QS-FRAMEWORK/QS,517,IT.AF.FRW,Framework EAI
pzr.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,901,IT.TA.ZED,Professionelle Zahnreinigung
tool-sourcegenerator,DEV-MISC/TOOL,1399,Unbekannt,Unbekannt
ext-intranet,DEV-FRAMEWORK/EXT-OUTBOUND,452,IT.AF.FRW,Framework EAI
com.sun.xml.ws.jaxws-rt,EXTERNAL,96,Unbekannt,Unbekannt
tk-patientenquittung.ui.qs,QS-APP/UI,1813,IT.TA.WAVE,TK-Patientenquittung
melderegisterabgleich.biz.qs.api,QS-APP/BIZ,1485,IT.TA.KEGK,Melderegisterabgleich
leistungsuebersicht.ui.qs,QS-APP/UI,1882,IT.TA.LEBQ,Leistungsuebersicht
jetty-io,EXTERNAL,147,Unbekannt,Unbekannt
generische-kostenerstattung.biz.qs,QS-APP/BIZ,1449,IT.PM.PJ,Generische Kostenerstattung
akquise.biz.qs,QS-APP/BIZ,1717,IT.TA.BCRM,CRM-Akquisemanager
datenschutzcockpit.ext.outbound,DEV-APP/EXT-OUTBOUND,573,IT.TA.KMEL,Datenschutzcockpit
prozess-beispiel.ui.qs,QS-APP/UI,1915,IT.AF.PEP,Prozess-Beispiel
tk.sys.communication.requestbroker,DEV-FRAMEWORK/SERVER,353,IT.AF.FRW,Framework Server
tool-sourcegenerator.qs,QS-MISC/TOOL,1954,Unbekannt,Unbekannt
heilmittelverzeichnis.biz.qs,QS-APP/BIZ,1653,IT.TA.LEBQ,Heilmittelverzeichnis
sonstiger-geschaeftspartner.ui,DEV-APP/UI/APPLICATION,1284,IT.TA.KEGK,Geschaeftspartner
mutterschaftsgeld.ui.qs,QS-APP/UI,1905,IT.TA.GL,Mutterschaftsgeld (MUG)
vertrieb.biz.qs,QS-APP/BIZ,1492,IT.TA.BCRM,Vertriebsmanagement
vollstreckung.biz.qs,QS-APP/BIZ,1588,IT.TA.BCRM,Vollstreckung
praeventionskurs.biz.qs,QS-APP/BIZ,1543,IT.TA.LEBQ,Praeventionskurse
leistungsuebersicht.ui.impl,DEV-APP/UI/APPLICATION,1303,IT.TA.LEBQ,Leistungsuebersicht
jetty-ee10-servlet,EXTERNAL,143,Unbekannt,Unbekannt
arbeitgeberbestandsfuehrung-einstieg.ui.api,DEV-APP/UI/COMPONENT,1147,IT.TA.KEGK,Arbeitgeberbestandsfuehrung
crmbasis.biz,DEV-APP/BIZ/BASIS/INTERAKTION,654,IT.TA.BCRM,CRM
erv.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1432,IT.AF.PIM,Elektronischer Rechtsverkehr
apothekenabrechnung.biz.qs,QS-APP/BIZ,1557,IT.TA.WAVE,DA Apotheken
vertrieb.ext.inbound,DEV-APP/EXTERN/INBOUND,1084,IT.TA.BCRM,Vertriebsmanagement
arbeitsunfaehigkeit.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,912,IT.TA.GL,Arbeitsunfaehigkeit
pflegeunterstuetzungsgeld.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,960,IT.TA.PV,Pflegeunterstuetzungsgeld
haeusliche-krankenpflege.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,923,IT.TA.LEBQ,Haeusliche Krankenpflege
kinderkrankengeld.ui,DEV-APP/UI/APPLICATION,1312,IT.TA.GL,Kinderkrankengeld (KKG)
mandatsakte.biz,DEV-APP/BIZ/BASIS/FINANZEN,678,IT.TA.KEGK,Geschaeftspartner
pzr.ui.api,DEV-APP/UI/APPLICATION,1324,IT.TA.ZED,Professionelle Zahnreinigung
tk.sys.gui.login,DEV-FRAMEWORK/GUI-APPLICATION,441,IT.AF.FRW,Framework GUI
kinderkrankengeld.proc.qs,QS-APP/BIZ-TOP,1744,IT.TA.GL,Kinderkrankengeld (KKG)
zahnersatz.ui.qs,QS-APP/UI,1810,IT.TA.ZED,Zahnersatz
tk.db.result,DEV-FRAMEWORK/DB,331,IT.AF.FRW,Framework Persistenz
krankenhausaufenthalt.ui.qs,QS-APP/UI,1840,IT.TA.LEVE,Krankenhausaufenthalt
tk.sys.gui.mail,DEV-FRAMEWORK/TOOL,470,IT.AF.FRW,Framework GUI
ki-services.ext.outbound,DEV-APP/EXT-OUTBOUND,598,IT.AF.KI,KI-Basis
crm.ext.inbound.qs,QS-APP/EXTERN,1938,IT.TA.BCRM,CRM
com.tngtech.archunit.junit5.api,EXTERNAL/TEST_ONLY,285,Unbekannt,Unbekannt
kassenwechsel-leistungsdaten.ui.impl,DEV-APP/UI/APPLICATION,1297,IT.TA.LEVE,Kassenwechsel-Leistungsdaten
tk.sys.process.bpm.influx.engine.qs,QS-FRAMEWORK/BASE,482,IT.AF.PEP,Framework Process
pflegeperson.biz.qs,QS-APP/BIZ,1531,IT.TA.PV,Pflegeperson
praevention.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1034,IT.TA.LEBQ,Praevention
tk.tool.checkclass.base,DEV-FRAMEWORK/TOOL,456,IT.AF.FRW,Framework Server
dhd.biz.api,DEV-APP/BIZ/PROZESSDATEN/SERVICE,1001,IT.TA.BCRM,Digital Service Solutions (DSS)
kassenwechsel-leistungsdaten.biz.qs.api,QS-APP/BIZ,1502,IT.TA.LEVE,Kassenwechsel-Leistungsdaten
prozessereignismanager-querschnitt.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,650,IT.AF.PEP,Geschaeftsprozess
entsendung.biz.qs,QS-APP/BIZ,1700,IT.TA.KMEL,Entsendung
da-aerzte-hybrid-drg.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,976,IT.TA.LEVE,DA Ärzte Hybrid-DRG
microservice-pilot.biz.impl,DEV-APP/BIZ/UEBERGREIFEND,1020,IT.AF.FRW,Microservice Pilot
crm.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1419,IT.TA.BCRM,CRM
tk.util.function,QS-INTEGRATIONTEST/FUNCTION,1958,IT.AF.FRW,Integrationstests
TkProjectSelector,EXTERNAL,38,Unbekannt,Unbekannt
leistungen-basis.ui.qs,QS-APP/UI,1835,IT.TA.LEBQ,Leistungen-Basis
api-management-beispiel.ext.outbound.qs,QS-APP/EXT-OUTBOUND/BSPL,1444,IT.AF.PEP,API-Management-Beispiel
leistung-services.khs.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,803,IT.TA.LEBQ,Leistung-Services
junit-jupiter-engine,EXTERNAL/JUNIT-JUPITER,269,Unbekannt,Unbekannt
zahnersatz.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1050,IT.TA.ZED,Zahnersatz
tk.sys.gui.infotree.qs,QS-FRAMEWORK/QS,532,IT.AF.FRW,Framework GUI
studienverlauf.biz.qs,QS-APP/BIZ,1566,IT.TA.KMEL,Studienverlauf
fusionsarchiv-pflegeperson.biz,DEV-APP/BIZ/PROZESSDATEN/FUSIONSARCHIV,752,IT.TA.PV,Pflegeversicherung
personalverzeichnis.biz.qs,QS-APP/BIZ,1651,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
tk.run,DEV-FRAMEWORK/SERVER,365,IT.AF.FRW,Framework Server
versorgungsangebot.ext.outbound,DEV-APP/EXT-OUTBOUND,591,IT.TA.WAVE,Versorgungsangebot
tk.sys.image.test,QS-INTEGRATIONTEST/GUI,1968,IT.AF.FRW,Integrationstests
jetty-util,EXTERNAL,151,Unbekannt,Unbekannt
arbeitgeberbeitrag.ui,DEV-APP/UI/APPLICATION,1306,IT.TA.BCRM,Arbeitgeberbeitrag
Snow,EXTERNAL,37,Unbekannt,Unbekannt
akquise.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERTRIEB,867,IT.TA.BCRM,CRM-Akquisemanager
dokumentenaufnahme.biz,DEV-APP/BIZ/BASIS/INTERAKTION,661,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
seminarverwaltung.ext.inbound,DEV-APP/EXTERN/INBOUND,1090,IT.TA.BCRM,Seminarverwaltung
com.google.guava.failureaccess,EXTERNAL,-1,Unbekannt,Unbekannt
vollmacht.biz.impl,DEV-APP/BIZ/BASIS/FINANZEN,680,IT.TA.KEGK,Geschaeftspartner
mx4j,EXTERNAL,125,Unbekannt,Unbekannt
gebuehrenordnung.biz.qs,QS-APP/BIZ,1666,IT.TA.LEBQ,Kostenerstattung
derby,EXTERNAL,-1,Unbekannt,Unbekannt
zusatzvertrag-extern.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,859,IT.TA.WAVE,Zusatztarif / Zusatzversicherung
io.swagger.annotations,EXTERNAL,198,Unbekannt,Unbekannt
crmbasis.biz.qs.api,QS-APP/BIZ,1621,IT.TA.BCRM,CRM
sozialhilfetraeger-abrechnung.biz.qs,QS-APP/BIZ,1641,IT.TA.WAVE,Sozialhilfetraeger
kinderkrankengeld.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,957,IT.TA.GL,Kinderkrankengeld (KKG)
junit-platform-suite-engine,EXTERNAL/JUNIT-JUPITER,277,Unbekannt,Unbekannt
kim-log.biz.qs,QS-APP/BIZ,1514,IT.AF.PIM,Kommunikation im Medizinwesen Log
da-beitragsdifferenzierung-pv.biz.qs,QS-APP/BIZ,1701,IT.TA.KMEL,DA Beitragsdifferenzierung PV
selvteilnahme.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,858,IT.TA.WAVE,Versorgungsangebot
selvteilnahme.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,857,IT.TA.WAVE,Versorgungsangebot
vollmacht.biz.api,DEV-APP/BIZ/BASIS/FINANZEN,679,IT.TA.KEGK,Geschaeftspartner
dhd.components.ui,DEV-APP/UI/COMPONENT,1153,IT.TA.BCRM,Digital Service Solutions (DSS)
au-steuerung.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1047,IT.TA.GL,Arbeitsunfaehigkeit-Steuerung
leistungen-basis.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,808,IT.TA.LEBQ,Leistungen-Basis
tk-vorsorge-planer.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,970,IT.TA.LEVE,TK-Vorsorgeplaner
failureaccess,EXTERNAL,226,Unbekannt,Unbekannt
arbeitgeberbeitrag.biz,DEV-APP/BIZ/PROZESSDATEN/BEITRAG,840,IT.TA.BCRM,Arbeitgeberbeitrag
erv.ui.impl,DEV-APP/UI/APPLICATION,1187,IT.AF.PIM,Elektronischer Rechtsverkehr
tk.sys.toggle,DEV-FRAMEWORK/SERVER,363,IT.AF.FRW,Framework Server
zusatzvertrag-extern.biz.qs.api,QS-APP/BIZ,1560,IT.TA.WAVE,Zusatztarif / Zusatzversicherung
inbound-versicherter.ext.inbound.qs,QS-APP/EXTERN,1933,IT.TA.KEGK,Versichertenbestandsfuehrung
tk.sys.eai.transport.mem,DEV-FRAMEWORK/EAI,402,IT.AF.FRW,Framework EAI
rechnungswesen-eai-util.biz.qs,QS-APP/BIZ-BASE,1446,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
zuzahlung.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,990,IT.TA.WAVE,Einzug von Zuzahlungen
korrespondenzpartner.ui.api,DEV-APP/UI/COMPONENT,1156,IT.TA.KEGK,Geschaeftspartner
microservice-pilot.biz.qs,QS-APP/BIZ,1715,IT.AF.FRW,Microservice Pilot
versorgungsangebot.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,849,IT.TA.WAVE,Versorgungsangebot
jakarta.servlet-api,EXTERNAL,154,Unbekannt,Unbekannt
mockito-inline,EXTERNAL,167,Unbekannt,Unbekannt
neuaufnahmemanager.ui.qs,QS-APP/UI,1863,IT.TA.KEGK,Neuaufnahmemanager
da-basis.biz.qs,QS-APP/BIZ,1637,IT.TA.LEVE,Datenaustausch-Basis
abr-sonst-leistungserbringer.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,978,IT.TA.LEVE,Abrechnungsmanagement Sonstige Leistungserbringer
geschaeftspartner-application.ui.qs,QS-APP/UI,1886,IT.TA.KEGK,Geschaeftspartner
behandlerverzeichnis-components.ui.qs,QS-APP/UI,1775,IT.TA.WAVE,Behandler-Verzeichnis
da-uv-traeger.ui,DEV-APP/UI/APPLICATION,1307,IT.TA.LEBQ,Durchgangsarztberichte
arbeitgeberbestandsfuehrung.biz,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,699,IT.TA.KEGK,Arbeitgeberbestandsfuehrung
behandlerverzeichnis.biz.api,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,710,IT.TA.WAVE,Behandler-Verzeichnis
vertrieb.ext.inbound.qs,QS-APP/EXTERN,1939,IT.TA.BCRM,Vertriebsmanagement
dokumentenaufnahme.ui.qs,QS-APP/UI,1756,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
tk.sys.gui.mail.qs,QS-FRAMEWORK/QS,547,IT.AF.FRW,Framework GUI
korrespondenzpartner.biz,DEV-APP/BIZ/BASIS/BASISROLLEN,682,IT.TA.KEGK,Geschaeftspartner
unfall.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,986,IT.TA.LEBQ,Unfall
gericht.biz.qs,QS-APP/BIZ,1613,IT.TA.WAVE,Widerspruchsbearbeitung
tk.batch.run,DEV-FRAMEWORK/BATCH,344,IT.AF.FRW,Framework EAI
schriftgut-archiv.biz,DEV-APP/BIZ/PROZESSDATEN/VERWALTUNG,743,IT.BA.DOC,KISG-Java (Altsysteme)
tk.sys.eai.adapter.kafka.qs,QS-FRAMEWORK/BASE,484,IT.AF.FRW,Framework EAI
haertefall-components.ui,DEV-APP/UI/COMPONENT,1165,IT.TA.LEBQ,Haertefall - Belastungsgrenze
haftpflichtversicherer.ui.impl,DEV-APP/UI/APPLICATION,1224,IT.TA.LEBQ,Unfall
da-mitteilungsverfahren-rv.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,941,IT.TA.LEVE,DA Mitteilungsverfahren RV
tk.sys.documentoutput.qs,QS-FRAMEWORK/QS,534,IT.AF.FRW,Framework GUI
selvteilnahme.ui,DEV-APP/UI/APPLICATION,1345,IT.TA.WAVE,Versorgungsangebot
crm-components.ui.qs,QS-APP/UI,1785,IT.TA.BCRM,CRM
vollmacht.ui.qs,QS-APP/UI,1858,IT.TA.KEGK,Geschaeftspartner
byte-buddy-agent,EXTERNAL,44,Unbekannt,Unbekannt
dokumentenarchiv.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,634,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
tk.server.api,DEV-FRAMEWORK/API/SERVER-API,311,IT.AF.FRW,Framework Server
tk.sys.eai.adapter.exchange,DEV-FRAMEWORK/EAI,395,IT.AF.FRW,Framework EAI
dokumentenarchiv-vorgang.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,647,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
mutterschaftsgeld.proc.qs,QS-APP/BIZ-TOP,1751,IT.TA.GL,Mutterschaftsgeld (MUG)
vertriebspartner.ui.api,DEV-APP/UI/APPLICATION,1240,IT.TA.BCRM,Vertriebsmanagement
mongo-driver-all,EXTERNAL,36,Unbekannt,Unbekannt
haftpflichtversicherer.biz,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,690,IT.TA.LEBQ,Unfall
vollmacht.ui.impl,DEV-APP/UI/COMPONENT,1129,IT.TA.KEGK,Geschaeftspartner
httpunit,EXTERNAL,81,Unbekannt,Unbekannt
korrespondenz.ui.qs,QS-APP/UI,1852,IT.BA.DOC,Kiss24-TKeasy
tk.tool.checkclass.qs,QS-FRAMEWORK/QS,559,IT.AF.FRW,Framework Server
sonstigerleistungserbringer.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,712,IT.TA.LEBQ,Heilmittelverzeichnis
apothekenabrechnung.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,947,IT.TA.WAVE,DA Apotheken
haftpflichtversicherer.biz.qs,QS-APP/BIZ,1630,IT.TA.LEBQ,Unfall
javax.validation.api,EXTERNAL,-1,Unbekannt,Unbekannt
tk.sys.util.concurrent.admin,DEV-FRAMEWORK/SERVER-BASE,345,IT.AF.FRW,Framework Server
sonstiger-geschaeftspartner.biz,DEV-APP/BIZ/BASIS/BASISROLLEN,686,IT.TA.KEGK,Geschaeftspartner
leistungen-basis.ui,DEV-APP/UI/COMPONENT,1170,IT.TA.LEBQ,Leistungen-Basis
jakarta.xml.soap-api,EXTERNAL,107,Unbekannt,Unbekannt
beitrag.biz.qs,QS-APP/BIZ,1578,IT.TA.BCRM,"Beitragssaetze, Rechengroessen"
tk.sys.eventing,DEV-FRAMEWORK/PROCESS,413,IT.AF.PEP,Framework Process
dokumentenaufnahme.ui.api,DEV-APP/UI/COMPONENT,1120,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
meinetk.ui.qs,QS-APP/UI,1897,IT.ON.ONB1,MeineTK
korrespondenz.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,667,IT.BA.DOC,Kiss24-TKeasy
einstufungsverlauf.biz,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,727,IT.TA.KEGK,Einstufungsverlauf
kassenwechselmeldungen.ui.qs,QS-APP/UI,1877,IT.TA.KMEL,Kassenwechselmeldungen
pflegeversicherung.web,DEV-APP/WEB,1078,IT.TA.PV,Pflegeversicherung
TKLogbackConfiguration,EXTERNAL,19,Unbekannt,Unbekannt
tk-termin.biz.impl,DEV-APP/BIZ/PROZESSDATEN/VERWALTUNG,741,IT.ON.OGP2,TK-Termin
korrespondenz-adapter.biz,DEV-APP/BIZ/BASIS/INTERAKTION,662,IT.BA.DOC,Kiss24-TKeasy
zahnersatz.ui,DEV-APP/UI/APPLICATION,1339,IT.TA.ZED,Zahnersatz
behandlerverzeichnis.ui.qs,QS-APP/UI,1829,IT.TA.WAVE,Behandler-Verzeichnis
jaxfront-pdf,EXTERNAL/JAXFRONT,257,Unbekannt,Unbekannt
gebietsabgrenzung.biz.qs,QS-APP/BIZ,1649,IT.AF.PIM,Gebietsabgrenzung (GBA)
tk.sys.services.arm,DEV-FRAMEWORK/SERVER-INFRASTRUCTURE,379,IT.AF.FRW,Framework Persistenz
datenaustausch-eessi.ui.qs,QS-APP/UI,1903,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
e-nachricht.biz.impl,DEV-APP/BIZ/BASIS/INTERAKTION,674,IT.AF.PIM,e-Nachricht
pflegeversicherung.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,904,IT.TA.PV,Pflegeversicherung
jetty-ee10-webapp,EXTERNAL,145,Unbekannt,Unbekannt
sap-eam-stammdaten.biz.qs,QS-APP/BIZ,1689,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
tk.sys.communication.host.qs,QS-FRAMEWORK/QS,556,IT.AF.FRW,Framework Persistenz
slf4j.api,EXTERNAL,-1,Unbekannt,Unbekannt
tk.sys.communication.socket,DEV-FRAMEWORK/GUI-CORE,431,IT.AF.FRW,Framework GUI
behandlerverzeichnis.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,711,IT.TA.WAVE,Behandler-Verzeichnis
